timestamp,close,EMA_5,EMA_10,EMA_25,EMA_50,bb_upper,bb_lower
2025-02-17,95780.0,,,,,,
2025-02-18,95671.74,,,,,,
2025-02-19,96644.37,,,,,,
2025-02-20,98305.0,,,,,,
2025-02-21,96181.98,96592.46691358025,,,,,
2025-02-22,96551.01,96578.64794238684,,,,,
2025-02-23,96258.0,96471.76529492457,,,,,
2025-02-24,91552.88,94832.13686328306,,,,,
2025-02-25,88680.4,92781.55790885538,,,,,
2025-02-26,84250.09,89937.73527257025,92422.57699926807,,,,
2025-02-27,84708.58,88194.68351504684,91020.03209031024,,,,
2025-02-28,84349.94,86913.10234336456,89807.28807389019,,,,
2025-03-01,86064.53,86630.24489557638,89126.78660591015,,,,
2025-03-02,94270.0,89176.82993038427,90061.91631392649,,,,
2025-03-03,86220.61,88191.42328692286,89363.49698412167,,,,
2025-03-04,87281.98,87888.27552461525,88985.03935064499,,,,
2025-03-05,90606.01,88794.18701641017,89279.76128689136,,,,
2025-03-06,89931.89,89173.42134427345,89398.3301438202,,,,
2025-03-07,86801.75,88382.86422951563,88926.22466312561,,,,
2025-03-08,86222.45,87662.72615301043,88434.62926983005,,,100440.10651972593,81193.21448027407
2025-03-09,80734.37,85353.27410200695,87034.58212986095,,,100347.88871314928,79780.86928685072
2025-03-10,78595.86,83100.8027346713,85500.26901534077,,,100294.42916060147,78126.74083939851
2025-03-11,82932.99,83044.86515644754,85033.49101255153,,,99378.63244213648,77671.3995578635
2025-03-12,83680.12,83256.61677096503,84787.42355572397,,,97854.94016105284,77732.60383894715
2025-03-13,81115.78,82543.00451397669,84119.85200013779,87685.48020738595,,96725.7038493677,77355.2201506323
2025-03-14,83983.2,83023.06967598446,84095.00618193092,87400.68942220241,,95130.08025969107,77694.06274030892
2025-03-15,84338.44,83461.52645065631,84139.2668761253,87165.13177434068,,93303.04518558274,78329.14181441723
2025-03-16,82574.53,83165.8609671042,83854.76926228433,86812.00856092987,,92492.32447358393,78242.02752641609
2025-03-17,84010.03,83447.25064473614,83882.99848732354,86596.47174855066,,92113.80761367767,78153.50738632234
2025-03-18,82715.03,83203.17709649076,83670.64058053742,86297.89930635446,,92107.6310589284,78006.17794107161
2025-03-19,86845.94,84417.43139766052,84247.96774771244,86340.05628278875,,92254.8179478641,78072.72705213589
2025-03-20,84223.39,84352.75093177368,84243.49906631018,86177.23579949731,,92251.60912104338,78063.2808789566
2025-03-21,84088.79,84264.7639545158,84215.37014516287,86016.5861226129,,92154.57042569856,77962.74557430143
2025-03-22,83840.59,84123.37263634388,84147.2283005878,85849.20180548883,,90246.05961855671,78828.31538144329
2025-03-23,86082.5,84776.41509089593,84499.0958822991,85867.14782045122,,90231.32102847045,78829.24297152956
2025-03-24,87498.16,85683.66339393062,85044.38026733561,85992.61029580113,,90263.73638951658,78818.44561048342
2025-03-25,87392.87,86253.39892928708,85471.37840054731,86100.3225807395,,89568.43050782605,79192.43749217397
2025-03-26,86909.17,86471.9892861914,85732.79505499324,86162.54161299032,,88913.21813283567,79545.37786716432
2025-03-27,87232.01,86725.32952412759,86005.37959044901,86244.80841199106,,88985.47155664346,79516.15044335654
2025-03-28,84424.38,85958.3463494184,85717.92511945828,86104.77545722252,,88809.91096307403,79511.90403692597
2025-03-29,82648.54,84855.07756627892,85159.85509773859,85838.91119128234,,88693.48561438076,79819.74638561923
2025-03-30,82389.99,84033.38171085263,84656.24326178612,85573.60956118371,,88165.17777775877,80727.46722224122
2025-03-31,82550.01,83538.92447390176,84273.29175964318,85341.0249795542,,88180.78283083484,80673.56416916517
2025-04-01,85158.34,84078.72964926784,84434.20962152624,85326.97228881928,,88251.15580180458,80751.01319819542
2025-04-02,82516.29,83557.91643284523,84085.49696306692,85110.76595891011,,88112.18963987246,81030.03036012754
2025-04-03,83213.09,83442.97428856349,83926.87751523657,84964.7908851478,,88114.92642191854,80950.28257808143
2025-04-04,83889.87,83591.939525709,83920.14887610264,84882.10466321337,,88102.68205548485,80917.66994451516
2025-04-05,83537.99,83573.95635047267,83850.66544408398,84778.71122758157,,88070.68458237752,81046.01341762248
2025-04-06,78430.0,81859.30423364845,82865.08990879597,84290.34882545992,,88692.5476363222,79866.14736367781
2025-04-07,79163.24,80960.61615576563,82192.02628901487,83895.95583888608,86228.50027061619,89010.49273140923,79193.02326859077
2025-04-08,76322.42,79414.55077051042,81124.82514555761,83313.37615897176,85840.02653451358,89370.90294928859,77780.2610507114
2025-04-09,82615.22,80481.44051367362,81395.8060281835,83259.67183905086,85713.56353316012,89296.93278413187,77693.41421586814
2025-04-10,79607.3,80190.06034244908,81070.62311396832,82978.72015912387,85474.10221813424,89305.35199646902,77236.84600353098
2025-04-11,83423.84,81267.98689496606,81498.48072961043,83012.96014688358,85393.69977820742,89279.380372818,77221.14262718198
2025-04-12,85276.9,82604.2912633107,82185.46605149945,83187.10936635407,85389.11939474831,89173.27943040145,77246.68356959854
2025-04-13,83760.0,82989.52750887381,82471.74495122682,83231.17787663452,85325.23235966013,88662.57639523556,77383.57060476443
2025-04-14,84591.58,83523.54500591588,82857.16950554922,83335.82419381649,85296.46167888914,88212.03694950028,77553.9810504997
2025-04-15,83643.99,83563.69333727726,83000.22777726754,83359.52925583061,85231.65886795231,87736.29749993651,77703.20250006349
2025-04-16,84030.38,83719.25555818484,83187.52818140072,83411.13315922827,85184.54989273849,87178.61823023201,77940.71876976799
2025-04-17,84947.91,84128.8070387899,83507.59760296423,83529.34676236456,85175.26989694482,87252.45677629116,77919.23322370884
2025-04-18,84474.69,84244.10135919327,83683.43258424346,83602.0654729519,85147.79617549601,87416.00026993251,77938.30473006748
2025-04-19,85077.01,84521.73757279552,83936.8102961992,83715.52274426329,85145.02024704519,87661.23010730173,77961.77689269828
2025-04-20,85179.24,84740.90504853036,84162.70660598116,83828.11637931997,85146.36219814146,87898.5960514625,77987.33394853749
2025-04-21,87516.23,85666.01336568691,84772.43813216641,84111.8174270646,85239.2981903712,88324.3237527159,77797.39524728408
2025-04-22,93442.99,88258.33891045795,86348.90210813616,84829.59993267502,85561.01159467039,90536.01429607338,76678.37470392662
2025-04-23,93691.08,90069.25260697198,87683.84354302048,85511.25224554617,85879.83780664411,92329.66379637885,75932.52420362117
2025-04-24,93980.47,91372.99173798133,88828.68471701676,86162.73053435032,86197.50965736395,93887.04272021451,75384.20527978548
2025-04-25,94638.68,92461.55449198755,89885.04749574099,86814.72664709261,86528.53594531046,95394.9596000367,74986.35739996328
2025-04-26,94628.0,93183.70299465838,90747.40249651535,87415.74767423933,86846.16198667084,96497.00509620628,75504.11190379372
2025-04-27,93749.3,93372.23532977226,91293.20204260346,87902.94400699016,87116.8732813112,97251.58539850876,76208.13760149124
2025-04-28,95011.18,93918.55021984817,91969.19803485737,88449.73139106785,87426.45393694605,97627.58489175599,77701.014108244
2025-04-29,94256.82,94031.30681323212,92385.12930124694,88896.43051483185,87694.31142961484,98321.36892138893,78171.39007861109
2025-04-30,94172.0,94078.20454215475,92710.01488283841,89302.24355215249,87948.33843237504,98539.13036441982,79410.09863558017
2025-05-01,96489.91,94882.10636143651,93397.26854050416,89855.1409712177,88283.3020232623,99369.91243896287,79885.92356103711
2025-05-02,96887.14,95550.45090762436,94031.79062404885,90396.06397343172,88620.70743411477,100223.99130239338,80192.86869760664
2025-05-03,95856.42,95652.44060508291,94363.54141967633,90816.09136009082,88904.46086807105,100657.62719907303,80968.87480092698
2025-05-04,94277.62,95194.16707005528,94347.91934337154,91082.36279392999,89115.17299089179,100817.64131614726,81777.46468385274
2025-05-05,94733.68,95040.67138003686,94418.05764457671,91363.23334824307,89335.50659909211,100799.00669282247,82905.06830717754
2025-05-06,96834.02,95638.45425335792,94857.32352738094,91784.06309068592,89629.56594814733,100926.51202998841,84057.9269700116
2025-05-07,97030.5,96102.46950223861,95252.44652240258,92187.63516063314,89919.79865606313,100996.55643292954,85196.14156707046
2025-05-08,103261.6,98488.84633482575,96708.6562456021,93039.47860981521,90443.00655190379,102078.30989587578,85993.07910412422
2025-05-09,102971.99,99983.2275565505,97847.44420094718,93803.51794752174,90934.33923614287,102766.3371422421,87094.54985775791
2025-05-10,104809.53,101591.99503770034,99113.27798259315,94650.13425925084,91478.46436413727,103531.00140405691,88292.91459594309
2025-05-11,104118.0,102433.99669180023,100023.22744030348,95378.43162392385,91974.13242828875,104135.54432259587,89348.54867740412
2025-05-12,102791.32,102553.10446120016,100526.51699661193,95948.65380669895,92398.3358624735,104886.17352810793,89532.75247189208
2025-05-13,104103.72,103069.97630746677,101176.91754268248,96575.96659079903,92857.37053453337,105784.78344488346,89675.40655511654
2025-05-14,103507.82,103215.92420497787,101600.71798946748,97109.1860838145,93275.03521945364,106442.65006894924,89970.27493105075
2025-05-15,103763.71,103398.51946998526,101993.98926410974,97621.07253890569,93686.35579908291,107067.05273113733,90258.37526886268
2025-05-16,103463.9,103420.31297999018,102261.24576154433,98070.52080514371,94069.78890500125,107542.91360090383,90666.10439909618
2025-05-17,103450.85,103430.49198666013,102477.53744126353,98484.39228167113,94437.67365382472,107854.44916162056,91324.72383837945
